,name,last_name,coord_x,coord_y,group,docile,voice_pitch,facial_ratio,retina_r,retina_g,retina_b,humidity_index,parent_worth,social_index,consumer_score,citizen_quality_score,prob_failure,z_index,school_id,student_id,genre_id,grad_year,parent_donations_k,final_grade
1096671,linda,krueger,98,-11,31,1,0.2417534520654745,0.6525215188307938,0.4192548218883888,0.3878051187690621,0.3984872892605931,0.5214297795692839,645374,38.040310887947776,56.88500903799253,41.925482188838885,42.547103921337225,62.087672603273724,d5157c2992a5bde028a8bf1dc96384ad,467d85ed-7541-4ce8-8b9f-e7761ae7a016,23,1990,49.211250125938605,83.23542104213787
1099902,nicholas,david,4,-231,20,1,-0.09002920168085449,0.7128066665313197,0.31641284513967666,0.5128742905125134,0.3209408917563042,0.5614826832173091,430153,73.59968609633542,45.086376154826844,31.641284513967662,44.81654758331025,45.49853991595728,d5157c2992a5bde028a8bf1dc96384ad,171b8c14-fbb8-49d6-ace0-8cf73ef8b78c,11,1997,46.608394556241606,81.01890244893774
1100091,adaline,leonard,193,-46,27,1,0.18958482001436616,0.5085018296057212,0.4399465524610001,0.5361161721503559,0.4861959675781679,0.5449259379689037,515090,36.59625913238241,47.979209702324326,43.99465524610001,49.535393186758185,59.47924100071832,d5157c2992a5bde028a8bf1dc96384ad,25a6cbdd-63ec-44e9-a826-d9ab6d6a6e5b,2,1996,48.820336271175606,82.061859919146
1102413,joshua,carroll,21,-166,13,1,0.4443173309906181,0.4950252468211405,0.5472180105158163,0.3727859331715276,0.5675677136482652,0.4697075064174086,420714,54.139303402065394,66.60619806323339,54.72180105158163,37.12982903194328,72.2158665495309,d5157c2992a5bde028a8bf1dc96384ad,b9783dd9-c0fb-4457-ae99-9ffff4de092f,10,1990,51.066351778881206,83.4878836492596
1108351,bert,xiong,79,-175,1,1,0.16490049509139748,0.5487953755165053,0.364934008191712,0.4000793846393906,0.4080658801272123,0.5133294654359757,625002,32.148434236389285,48.66493037424461,36.493400819171185,65.56545190588892,58.24502475456988,d5157c2992a5bde028a8bf1dc96384ad,eec223d2-9c3f-4723-bb77-c9331f32bf3f,10,1994,51.33090515651038,83.1056289318811
1117023,verle,schaefer,160,-73,19,1,0.01470353741139685,0.5225678052846242,0.3105096335311727,0.4926991251785638,0.39019892246075016,0.5068735406740114,528367,49.79313027366194,44.68750810773737,31.05096335311727,60.07974222361693,50.73517687056985,d5157c2992a5bde028a8bf1dc96384ad,15f19e4f-c744-4aae-a69f-d6bc3e59f082,4,1996,49.34886773538757,82.34261995542327
1117284,kathrine,johnston,148,-18,24,1,0.3419592401874727,0.4780750121005776,0.4798217168168959,0.442769713827652,0.5190643697349604,0.4631747476535548,523695,45.344862294175385,62.04958208493083,47.98217168168959,53.413187415876216,67.09796200937363,d5157c2992a5bde028a8bf1dc96384ad,a729ea9e-5273-415b-941e-1b553c8ae729,24,2001,49.68625504704849,82.4499499812396
1138358,mable,hahn,55,-7,14,1,0.1345397596104665,0.5666975851972399,0.3749236137481493,0.5713032379257204,0.3987470470538577,0.4762406544645838,567847,48.39346746471362,53.92647611590139,37.49236137481493,55.4548889882065,56.726987980523326,d5157c2992a5bde028a8bf1dc96384ad,492e42b1-10e4-4282-a92d-6262cb7248ca,5,1980,50.1126947201527,82.80704085818577
1139755,warren,clayton,31,-239,34,1,0.5275662206525749,0.5512250252145571,0.5484922897422332,0.2912229617748268,0.5281352477995712,0.43756379149549823,527307,46.523948568184146,72.55062568516479,54.849228974223315,54.069836158018106,76.37831103262873,d5157c2992a5bde028a8bf1dc96384ad,cb93c7a6-736b-4388-89a2-5244c7dda0b0,0,1999,49.46808394845858,83.43325048630706
1141517,idella,benson,6,-60,1,0,-0.4683521692318752,0.24683021388101106,0.5657184878343624,0.6282464293097602,0.5998931167065125,0.5430477707128739,402909,51.30192554182943,34.81221124886364,56.57184878343624,37.09737603121784,26.582391538406238,d5157c2992a5bde028a8bf1dc96384ad,bbca28f0-80a8-458b-a732-c3d9383a27f0,12,1984,47.91098168356806,81.00934869375227
1144094,neva,mckee,47,-224,30,1,0.15050441379577714,0.5942430099387065,0.3790952118320714,0.4240768818569613,0.4084546919421823,0.5139645217560587,524414,51.744574623372316,52.377630953483546,37.90952118320714,35.46803523665537,57.52522068978886,d5157c2992a5bde028a8bf1dc96384ad,b4a22ef3-4d73-454f-bfae-1a062e62c7e3,18,1984,50.89318091013494,83.98949297066697
1146823,luella,hess,18,-214,18,1,0.052236132490143694,0.6583073570674093,0.3458685183953275,0.7273912973347415,0.36019770365062664,0.5645418101720168,546413,47.43526277348904,45.04632490950686,34.586851839532756,75.59123646577923,52.61180662450718,d5157c2992a5bde028a8bf1dc96384ad,bcf5d8fa-cecd-4d0d-824f-2d04a0b9c41b,13,2002,49.63878272657506,81.75973220928229
1147252,leon,jennings,3,-190,1,0,-0.372210455093904,0.19877998388733512,0.7034922965568278,0.5934083382507921,0.7343345122254402,0.6125469369614088,475999,45.34202297137264,42.788105447555324,70.34922965568278,48.82635195782657,31.389477245304803,d5157c2992a5bde028a8bf1dc96384ad,355a9d2a-c0c9-4ae9-a791-2fb1a12ab17b,21,1992,51.24007641534328,83.36510054648127
1151068,jay,meyer,44,-24,13,1,0.16817376633546502,0.5225379619336877,0.43641830776200735,0.6132792022899763,0.5033024234727488,0.5657873563052965,383216,55.730988831909066,48.05756090772908,43.641830776200734,29.09145050139637,58.40868831677325,d5157c2992a5bde028a8bf1dc96384ad,c5877f9d-ce37-4fee-bc5c-a65ad6a381e0,6,2009,48.71945647997711,82.20939485848749
1151106,merl,murillo,58,-16,9,1,0.07055413933093724,0.7433457954082977,0.266154403746531,0.5415068457147185,0.2384859747786398,0.4968098313859443,747089,36.22827834558744,49.87936039403088,26.61544037465309,47.664727207845104,53.52770696654686,d5157c2992a5bde028a8bf1dc96384ad,c63bd6d0-01c8-4365-9bc0-8d0188b89e94,9,1990,49.84249125112502,82.82416120292453
1157908,myrtie,peters,79,-163,25,1,0.2391515381564955,0.4950773894993547,0.4069774959295428,0.3961279344226718,0.4484802342898335,0.4333821015114348,525571,47.9354796540167,57.87859071544418,40.69774959295428,43.46838575311092,61.95757690782477,d5157c2992a5bde028a8bf1dc96384ad,5c664009-15ee-48fa-b02b-84ceb4e895da,7,2005,49.77604599796526,82.59716764907765
1160714,woodson,frank,106,-82,26,1,0.010439023113389512,0.6990438698517891,0.3204574021911367,0.4882019923921244,0.3168211251868857,0.5576054100210847,580148,47.7200061307552,44.710239276243136,32.045740219113675,45.70681368373364,50.52195115566948,d5157c2992a5bde028a8bf1dc96384ad,7c5e366b-33a6-43f5-8f0c-4b490e07dab5,20,1993,49.471381432256244,82.01446497597509
1161195,manley,ingram,9,-216,32,1,0.03871015818732748,0.6517508791968011,0.3613269170339485,0.4782858841563266,0.378673123631765,0.5843832058919698,527762,48.21903916398506,43.98170525351439,36.132691703394855,45.80598050733136,51.93550790936637,d5157c2992a5bde028a8bf1dc96384ad,da539193-1062-47d7-bf04-c0d4787247de,4,1985,49.00256854543204,82.66148785790034
1166144,elma,daugherty,126,-228,17,1,0.09639577516857156,0.5814792159943789,0.4412558160085674,0.5678261047667498,0.4778940996790384,0.6062363055123099,419182,53.39656828768037,45.338616948022214,44.12558160085674,58.13647124634318,54.81978875842857,d5157c2992a5bde028a8bf1dc96384ad,d933543b-317e-438c-a246-ab5f630bdc65,16,2006,49.58688456616585,81.98207504161726
1174925,lois,miller,136,-222,31,1,0.16312190729397158,0.4724480576050144,0.4307798414405102,0.4457677274976939,0.4974298347709968,0.5112241582415542,499874,48.688239604472344,52.73295202978158,43.077984144051015,50.30124199767582,58.15609536469858,d5157c2992a5bde028a8bf1dc96384ad,e28c5630-1dee-4964-be30-b8ee7d0c14ec,9,1985,48.96244815362668,82.22399319362808
1177599,wade,schroeder,160,-162,22,1,0.06750358144035795,0.6657889533526864,0.3848885691124292,0.5427259754947134,0.3848136821010336,0.5697030192310182,504311,53.318031600745584,47.5743224654204,38.48885691124293,67.61773975366727,53.3751790720179,d5157c2992a5bde028a8bf1dc96384ad,6eb919f3-9c87-4851-8ff2-7e2a26689ca3,18,1981,49.91594562087153,83.23539757976333
1202090,phillip,franco,7,-55,15,0,0.0403541012354629,0.4549862934322484,0.8730874767255862,0.3959150576576885,0.6369398816208741,0.3947020236504685,506462,51.82314263308872,75.82746239066259,87.30874767255864,57.420237319307184,52.017705061773135,d5157c2992a5bde028a8bf1dc96384ad,43a70d9e-23c4-4022-8e56-bb74fa15e661,4,2007,49.876251715932035,83.90598946941272
1203544,tomie,hampton,178,-175,12,1,0.08700275929892354,0.5665214636590102,0.4136478116806377,0.3825258509135657,0.4613470372476038,0.5500183165339161,362851,67.27248755430298,49.21275655392478,41.36478116806377,45.844902822782146,54.350137964946185,d5157c2992a5bde028a8bf1dc96384ad,9aeddb8f-eebf-4488-bcc7-f4cbacffc4f2,24,2009,51.69634636523854,84.27211368342122
1211256,emilia,cannon,143,-70,2,1,0.21152833541071114,0.5725293106833733,0.5911505199109923,0.5314563039012692,0.6171479839595708,0.6957099417410176,235656,61.69264002440561,46.551572693659715,59.11505199109924,49.395536829891604,60.576416770535566,d5157c2992a5bde028a8bf1dc96384ad,3001de42-7677-413d-bac1-33b6704b8eb7,1,1990,48.53662489725752,82.12599011648848
1213493,rena,ortiz,33,-169,10,1,0.13483836334820865,0.4763378959603784,0.3847954845604375,0.4191907580703516,0.4515586262195284,0.4771157611411026,516910,46.96442166937974,51.12085185330529,38.47954845604375,60.36811417172595,56.74191816741043,d5157c2992a5bde028a8bf1dc96384ad,965c84da-f2d5-4a24-a3b3-be9cacc24065,1,2006,48.99906203768777,82.44695057856707
1213904,marjorie,mahoney,63,-238,31,1,0.37374952355264,0.5025571657085275,0.4797959091313757,0.4495554082496602,0.5155068874903413,0.4803704684240141,510666,43.42783047602211,60.786229370273475,47.97959091313757,48.44850183006196,68.68747617763199,d5157c2992a5bde028a8bf1dc96384ad,10ad77f0-e022-47a2-9cfa-7d78bf7b9650,4,2009,51.2852177422259,84.25455198045054
1215221,janet,bauer,2,-74,1,1,0.2145828347970065,0.5272655822214846,0.4248781348968674,0.4889166403690401,0.4622011768268609,0.4702567160884168,481719,56.941083457827865,58.300229417079905,42.48781348968673,51.59447134808829,60.72914173985032,d5157c2992a5bde028a8bf1dc96384ad,dce96930-fd97-4fca-8829-cde56f1150be,22,2003,48.466830149613926,82.31179453985091
1216359,mahlon,leblanc,86,-144,24,1,0.4658187618994405,0.594972517461362,0.5908376526781259,0.5798647915608968,0.5591055452036305,0.51085670715152,380508,59.46367349095537,67.9257713771154,59.0837652678126,63.50243203339261,73.29093809497202,d5157c2992a5bde028a8bf1dc96384ad,ed20e70d-7afe-4177-93c4-b659dc767fbd,2,1982,50.14088974014214,83.65058992736411
1226399,harden,salinas,92,-11,0,1,0.008560934679549216,0.6753707518539638,0.32414410036900043,0.543675013933818,0.3403319450999769,0.583352896709141,583209,44.72516199707682,42.68335926586642,32.41441003690005,52.674233151170704,50.42804673397746,d5157c2992a5bde028a8bf1dc96384ad,d14ef97f-2ebf-4b81-bbf0-0775fe8ca5d2,2,1987,51.60507504171663,84.85184537104098
1228842,ambrose,rose,136,-189,4,1,0.5435038149490579,0.4634385970294382,0.537615593038672,0.5249628611476442,0.5618640061639589,0.4564608870262664,585314,27.201123613010182,66.21944289494779,53.76155930386721,66.96987630807591,77.17519074745289,d5157c2992a5bde028a8bf1dc96384ad,8e0fb8a9-fd64-4886-bc05-b6043b5a83a6,23,1981,52.14492396325887,84.35265732617458
1229811,anice,peck,103,-21,15,1,0.3264381359010202,0.6225298268062903,0.5153058560193851,0.5748667948021391,0.4889587054854703,0.4938364996295621,375734,67.93626355673264,64.33230495922297,51.5305856019385,32.753912088946485,66.321906795051,d5157c2992a5bde028a8bf1dc96384ad,20ed29a4-cb6e-4b91-b92e-ab77122ff650,11,1995,48.96665165630067,82.17656146746437
1235539,wade,pham,26,-20,11,1,0.19513348879958592,0.6639454377314609,0.43272450128083584,0.5826888323730974,0.4119792438383456,0.48757710445486,389608,74.19130758460939,60.21610678259356,43.272450128083584,58.85699341366766,59.756674439979285,d5157c2992a5bde028a8bf1dc96384ad,c8f2502c-c847-407d-afae-28df23eed3d5,12,2002,50.301788364423935,83.44302656353672
1242039,molly,english,71,-23,22,1,0.33114787016541336,0.6198374497483626,0.5129128506681104,0.4670790242823924,0.4946580588822725,0.5345713359453906,457202,54.05055828134946,60.8428873579831,51.291285066811035,32.851309951067336,66.55739350827065,d5157c2992a5bde028a8bf1dc96384ad,a231b393-6df9-4c68-8ae9-a438ed222ecb,10,1998,49.88192099416903,83.03608340178839
1249727,fredrick,tucker,151,-153,6,1,0.2408626673658276,0.6142630138134542,0.4222638947595662,0.5469389755760821,0.4191705734064293,0.519647846701635,622496,37.51990022749272,55.661494399882095,42.226389475956616,42.225850980290225,62.043133368291386,d5157c2992a5bde028a8bf1dc96384ad,8b9e70de-0dc7-468e-b708-ecf9426652d1,8,1997,50.10043629186942,83.80260752788232
1251728,lelia,hodges,44,-3,23,0,-0.6021629950747667,0.3457909389782573,0.7763321855351893,0.5252953329249118,0.4900193398574909,0.30733854627775364,446283,39.7867249002674,46.411253235876025,77.63321855351893,65.255809274348,19.891850246261665,d5157c2992a5bde028a8bf1dc96384ad,da62bf12-e211-4b4b-8724-b2397cb06838,7,1980,51.05618196571857,84.1603701907435
1257200,mollie,wells,9,-27,32,1,0.4383063477688398,0.4155231645252233,0.4954532550442537,0.6715474841607915,0.5504104763136561,0.4247605450059193,565265,37.500017283098494,65.88981244259323,49.545325504425364,51.3690376307674,71.91531738844198,d5157c2992a5bde028a8bf1dc96384ad,af7e556f-4703-4864-a9f1-1324aeb5ca76,1,2005,49.298864785297965,82.68062020760509
1260078,jacques,rich,101,-4,35,1,0.6589695965586284,0.5151840118630151,0.6893802553340712,0.4327214250215933,0.6649523410096277,0.4685936655547313,308847,64.72208787232755,78.71963177215416,68.93802553340713,41.440521409081285,82.94847982793142,d5157c2992a5bde028a8bf1dc96384ad,575d743d-8301-4ac8-94ce-6667bc08b566,6,1982,49.36801226655038,82.01629501444732
1264796,green,cline,44,-125,22,1,0.33011603349591745,0.5629420886669078,0.471080796803113,0.4847088621334148,0.4764154338459493,0.4967531438533757,547333,41.327604803173884,59.34542834604872,47.1080796803113,47.86876400993096,66.50580167479589,d5157c2992a5bde028a8bf1dc96384ad,1dc04e47-4138-4aa8-b886-f01e4dfaff2c,3,1995,51.40721668733698,84.93855802608697
1267357,hubert,shannon,58,-192,23,1,0.1640400116172367,0.6857232167181151,0.3899527899734077,0.6655315438210558,0.3543172375658588,0.5220493280282894,639006,38.65342327398512,53.01762937127638,38.995278997340755,51.32884534315756,58.20200058086184,d5157c2992a5bde028a8bf1dc96384ad,84831e1d-175f-4862-bec0-452eddc39611,4,2003,49.467817474681,82.34831152215808
1272697,cooper,potter,8,-53,16,1,-0.20858516264053106,0.7009248758805241,0.22407620061945369,0.6138091219254276,0.2613945278832384,0.607915802011522,589557,48.22433527551484,32.328571624469674,22.407620061945373,48.101398979634105,39.57074186797345,d5157c2992a5bde028a8bf1dc96384ad,4578924f-ee72-4a96-98e6-c28ba70b6487,22,2002,50.31351164547539,82.8574266308407
1276876,alvie,liu,117,-126,17,0,-0.24059705291943498,0.33560529726399474,0.6513232789696662,0.6437156852473576,0.5821771778201064,0.4486675206350972,599499,47.41319899752864,57.885657647496316,65.13232789696663,36.66189913651245,37.97014735402825,d5157c2992a5bde028a8bf1dc96384ad,25a23276-636c-4f80-b454-47644f04aeff,8,2002,49.10807628182921,82.22644414145392
1288743,willis,roach,151,-225,10,1,0.16614406840798446,0.6777235947899888,0.3353921249492905,0.5337057348610745,0.3307365498891473,0.4734662279274479,582152,55.31599935917043,56.925059937768815,33.53921249492905,38.250041167006,58.30720342039922,d5157c2992a5bde028a8bf1dc96384ad,c58c7319-281f-455d-abc1-e5ffc0e29223,15,1996,48.379627989712354,81.76504607074983
1291506,tallie,benitez,63,-233,8,1,0.4111411922647965,0.4275788684304412,0.51530572412882,0.5559779687300821,0.5675815110315224,0.43906764115466207,455546,50.22013340585881,65.3964603225175,51.530572412882,45.6858594446239,70.55705961323983,d5157c2992a5bde028a8bf1dc96384ad,a376f4c5-c722-4461-af92-19309631fd75,12,1991,51.72028092708082,83.6972321035038
1295481,alonzo,shannon,46,-115,20,1,-0.08332229563928684,0.4788151390053063,0.28853860733585945,0.6687522689730497,0.3977181544189831,0.5206440200382424,503038,51.94003016517939,39.82294551662866,28.85386073358595,50.92284984107231,45.83388521803566,d5157c2992a5bde028a8bf1dc96384ad,79d111f8-ef4d-453e-8e9f-38e4f6f1c099,8,2005,49.26070258643949,82.36574500226689
1300950,worley,wilkerson,145,-25,6,1,0.2278474940101292,0.6413087940508225,0.3935235777743578,0.3926513795116767,0.3976847097332644,0.5378720812421599,587756,38.84123996855627,51.96332616905713,39.35235777743578,41.06443175968072,61.39237470050646,d5157c2992a5bde028a8bf1dc96384ad,0ab20541-3f47-4b90-b2b6-e602d8415c11,13,1992,49.68195019630652,82.13484863533651
1313485,matthew,barry,96,-128,10,1,0.10658991269947936,0.5824270962874151,0.3454216037969826,0.5342291187603443,0.369580842327514,0.4861311610072441,597447,42.26967782836795,50.09015260476474,34.54216037969826,40.60028373953217,55.329495634973966,d5157c2992a5bde028a8bf1dc96384ad,26f258c2-34f1-4eaf-b554-18d3b2d0507a,13,1995,47.883568782560786,80.96200312263841
1320047,leslie,davila,194,-41,28,1,0.4085542429140596,0.5184410017590689,0.4993583134199353,0.6017218083708846,0.5221357446855405,0.5005460746840679,551030,35.71949056659025,60.6259218645876,49.93583134199354,47.36295345949577,70.42771214570298,d5157c2992a5bde028a8bf1dc96384ad,f19a8f6b-1dd5-48ed-8688-5f51ec8454e8,16,2008,50.05683575366672,83.10170735003749
1322337,mahlon,green,31,-221,32,1,0.32326515304792136,0.571079573765843,0.45394269258695,0.5401128759567689,0.4528842238927252,0.462711201406074,558447,45.913793668357364,62.279046815051714,45.394269258695005,61.08668906135133,66.16325765239607,d5157c2992a5bde028a8bf1dc96384ad,1e5ffc3a-6937-44af-bb43-318887783d2a,18,1993,49.44634332019912,81.72212123150763
1326418,bess,lowery,21,-209,34,1,0.453106871214314,0.5529190792688264,0.5709290335650183,0.44206473993485296,0.5823391818656086,0.5650621886377547,434839,45.866985226216926,61.315323261873814,57.09290335650184,27.996150512883954,72.6553435607157,d5157c2992a5bde028a8bf1dc96384ad,4bd5e9c6-b336-4532-b6fe-345ea2e96364,3,1995,50.534751608827726,83.14784269722776
1328576,sada,bender,56,-238,7,1,0.2350629055074132,0.4979905834741326,0.507098537834886,0.6035357957784124,0.5889756998590838,0.6508221699301395,345941,47.32321008071128,44.43964112066328,50.7098537834886,54.25080340550048,61.753145275370656,d5157c2992a5bde028a8bf1dc96384ad,17a18818-ea74-433b-92ab-84d99b073889,18,2007,50.48865479566245,83.39074451020689
1347168,cecilia,atkins,69,-74,34,1,0.32010102001932905,0.7105146427932362,0.4940300871963402,0.43105794925209,0.4197071389446379,0.5195514315027789,575840,46.47799545968834,62.93114247477139,49.40300871963403,31.83510475965705,66.00505100096646,d5157c2992a5bde028a8bf1dc96384ad,be4a314a-0e6f-41f1-a782-c91c0dedbb84,22,1980,50.76922012763824,83.69712565624832
1347901,eddy,fields,4,-131,22,0,-0.206669261369008,0.2982424975365024,0.6173930201794102,0.4644586561320304,0.6071866481761509,0.4998646880120958,538264,40.73933780217627,49.18071919558789,61.73930201794103,42.79777438367975,39.6665369315496,d5157c2992a5bde028a8bf1dc96384ad,24e5e0af-f4a5-4964-93a3-df342e26389e,3,1991,50.207177381044204,82.9224516202655
1350838,lavon,bowen,100,-236,7,1,0.4857732035560885,0.5031963187234029,0.567663926814919,0.40800306637243583,0.5803142332300698,0.4917798412432184,488975,45.08584649450308,67.49396194188678,56.76639268149189,53.45856431124627,74.28866017780442,d5157c2992a5bde028a8bf1dc96384ad,ec5cbb88-95bb-44b9-8b11-070522bfcfd6,16,1989,49.680922722802016,82.40082310061952
1361025,teresa,kramer,121,-173,3,1,0.28359926258417256,0.6103308886090333,0.42687715679331145,0.5195840924121663,0.4121792349743143,0.4795985616993898,616774,38.453864456904135,58.82169749220221,42.68771567933115,74.99090401067936,64.17996312920863,d5157c2992a5bde028a8bf1dc96384ad,b45417f9-b268-4124-ab8c-44f279080a6b,11,1982,50.29219495070009,83.21206655574792
1362466,cecelia,mayo,65,-103,34,1,0.4309867288491232,0.5982244997581089,0.5233940199571635,0.4894044580369497,0.5033199882130149,0.5059366713338482,528690,43.65815875912249,64.5622389893694,52.33940199571635,56.91326476945733,71.54933644245617,d5157c2992a5bde028a8bf1dc96384ad,557f0fea-35c6-41c4-ad9d-25c39c2dd59e,20,1998,49.18918884643772,82.03846776879513
1365174,elizebeth,roberts,93,-122,5,1,0.2261940209610009,0.5784697766203206,0.4829518563676046,0.5413663751168246,0.505706338717889,0.5503496865538944,386759,64.10296429525467,56.513322168957046,48.29518563676047,55.26403238595604,61.30970104805005,d5157c2992a5bde028a8bf1dc96384ad,0aa3be34-36f1-4fcc-9e01-cbaeaa9f5709,2,2007,50.10844025042489,83.29267702463855
1367203,elbert,alfaro,6,-118,28,1,0.1977910761741386,0.5342055796102015,0.471165540652628,0.1893847897940498,0.5320055370649921,0.6162521751912408,444277,46.6386175140614,47.777209251314524,47.1165540652628,31.900861248581663,59.889553808706935,d5157c2992a5bde028a8bf1dc96384ad,81015e2e-3e53-4f95-8eb5-7bc705cc32d9,21,1998,50.13909273005205,82.95289084771927
1368548,frankie,hahn,122,-122,11,1,0.17352209006734753,0.676354673907304,0.430503938604594,0.5173706838692219,0.4103773613599741,0.5183693503042605,406285,70.0472724826085,57.27771596796514,43.050393860459394,49.06275922579627,58.676104503367384,d5157c2992a5bde028a8bf1dc96384ad,1c282494-d02c-474a-b53f-4d50eca3ebb0,9,1985,49.74987712961236,82.10396676967439
1368834,blanchie,curry,24,-52,12,0,-0.026594747854637224,0.4163496842372274,0.5788423427323212,0.4104423813157046,0.6699906790856851,0.694915263830334,449202,61.79458457380517,50.23879475496832,57.88423427323212,57.93416699470786,48.67026260726814,d5157c2992a5bde028a8bf1dc96384ad,244a9024-b47c-4d08-a74b-776d4f374d01,14,1991,49.21699053154247,82.27560949247734
1371814,bolden,atkins,120,-232,21,1,0.4015956500095037,0.5710344526716338,0.504396277941882,0.5937447531696568,0.4934055842245851,0.4663990400161587,505421,49.694018004772225,65.80380862463082,50.43962779418821,46.71704751301136,70.07978250047519,d5157c2992a5bde028a8bf1dc96384ad,ccd045c5-82d6-4625-8a85-efce577127cb,1,2009,49.67022321808052,82.64276345407626
1378133,bettie,benitez,40,-54,22,1,0.09786650397406203,0.6178322289308246,0.4268322646608865,0.6001842460764967,0.4430618352007341,0.5839373218674241,442195,55.041675076665,47.4746759563317,42.68322646608865,48.87444586460191,54.893325198703096,d5157c2992a5bde028a8bf1dc96384ad,70db2ae8-c837-4597-ac69-e2f309e30007,15,2004,50.24351051685793,83.50518588354059
1380520,matilda,pham,132,-178,2,1,0.19555753552863145,0.5619628308390441,0.4615572560323366,0.7335683515597398,0.4914352734298392,0.5251730974829004,338591,67.92500784153046,54.728981923195754,46.155725603233655,64.15183361726633,59.77787677643157,d5157c2992a5bde028a8bf1dc96384ad,d801f099-cd35-4294-955c-5741e0e4e5a8,17,2004,48.02691879804818,80.57644877140798
1407715,mahalie,hurley,143,-95,3,1,0.3856872809365735,0.4772021835462137,0.5465524572424676,0.4787316862581827,0.5811620888841007,0.5031303839212952,392302,52.80419305361306,61.429848677059276,54.65524572424676,43.121520340032646,69.28436404682867,d5157c2992a5bde028a8bf1dc96384ad,b8a8c5ca-10ad-4e0e-937b-c0f966d5ad57,2,1987,50.6785587173024,82.72100202858547
1409794,seldon,alfaro,23,-221,23,1,0.2175600556582098,0.5573144057494637,0.4764312746921285,0.4935431471510668,0.5109309444464479,0.5711208163396099,428040,53.406479666706296,52.51644506348361,47.64312746921286,53.026227066850794,60.87800278291049,d5157c2992a5bde028a8bf1dc96384ad,ab01531f-24c9-4870-aaa0-ca3fe744a48b,23,2005,50.156267674154996,82.6061356777021
1415348,lou,rogers,136,-212,30,1,0.12325801555575144,0.6629473098309581,0.3266384543175985,0.771811763888605,0.3388280644723413,0.5233874521907781,621997,43.945847083124136,50.286719582903224,32.66384543175985,54.36949810127832,56.16290077778757,d5157c2992a5bde028a8bf1dc96384ad,a46ecdc5-3cd0-459a-8120-6298235cca23,4,2003,49.89983304530429,83.07563266915437
1417637,orrin,roman,81,-162,25,1,0.3271778692130485,0.638461183017755,0.4852971281073299,0.5062146041332305,0.4770503796130414,0.55880104310418,495725,48.81465939964101,58.159492514459856,48.529712810732995,62.073972906143396,66.35889346065242,d5157c2992a5bde028a8bf1dc96384ad,4f6cf327-6cb3-4157-93b5-9dc298bec406,14,1989,50.036527880682286,83.22449470894786
1417819,john,barnes,33,-213,31,1,0.2160913222243193,0.5919574549150074,0.4839340651264445,0.5185393213268675,0.5093743482330336,0.6050814069066882,443168,51.97286925141295,51.65217509307495,48.393406512644454,55.63735310955308,60.80456611121596,d5157c2992a5bde028a8bf1dc96384ad,2625d6c6-9334-4ea1-9f76-8605b79cb2cd,23,2002,49.16238289738262,82.54153816648805
1421298,clemie,mcfarland,15,-2,9,1,0.1817900377757673,0.6145415280372444,0.4437244993925087,0.5938910012710128,0.4656396750272026,0.5902393538689056,467466,51.46389169669241,50.31325080989518,44.37244993925087,64.98436213205406,59.089501888788355,d5157c2992a5bde028a8bf1dc96384ad,4504162c-8484-4e45-b7f8-aa15601cca69,1,2001,50.23166545394678,83.24875216494209
1422723,pearl,weaver,38,-171,21,1,0.16964157193250995,0.5814183882449087,0.4599232880700674,0.5062139108477021,0.4827914282248263,0.5616290822689867,430888,57.54875143005115,52.63935461789717,45.99232880700674,52.579562919963976,58.4820785966255,d5157c2992a5bde028a8bf1dc96384ad,03d42c14-9b32-40fb-9112-7c0124cdafe5,8,1989,51.995098145494005,85.12610841818088
1426786,saverio,powers,138,-206,9,1,0.3702303843502748,0.5099989303406361,0.5519911110276448,0.7163000229006958,0.5727780953772473,0.5183996181716123,380101,55.47589825721673,61.164315401401474,55.199111102764476,44.91105980050554,68.51151921751374,d5157c2992a5bde028a8bf1dc96384ad,efbe4ff1-9c5d-4cb3-807e-859bed22e8c6,4,1981,49.865459124488105,82.2364337522274
1433994,ancil,parsons,120,-162,2,1,0.04056525177984893,0.5702611251057681,0.3035003152279477,0.469068654650988,0.34276932744404776,0.4863830101772727,624428,38.43712924829674,45.80363013809725,30.350031522794772,55.44889589460529,52.028262588992455,d5157c2992a5bde028a8bf1dc96384ad,8e0fe0fe-e5cd-440f-8393-28a8fd8c7cb6,10,1985,49.562576322077206,81.80981275109791
1437658,felton,beasley,144,-13,24,1,0.1544757929636198,0.5311371451141719,0.4626884314954125,0.4193955666548281,0.5071239532319592,0.5729765651488165,421411,51.23892212659238,48.568297212306824,46.268843149541254,64.38713312573864,57.72378964818099,d5157c2992a5bde028a8bf1dc96384ad,18db9648-0882-47bd-80c8-54a695f03822,20,2007,48.58805247972536,81.94733188391966
1438591,grant,chan,145,-150,29,1,0.3391297726754305,0.4817265350504392,0.4695801789392851,0.5342460717764653,0.5247228111236786,0.5049422659007209,535647,39.472681822486464,57.873020333544744,46.958017893928506,38.583671714241035,66.95648863377153,d5157c2992a5bde028a8bf1dc96384ad,c6205cd7-d163-49c3-86a7-abf29b0a012f,22,1999,49.511502666847285,82.00822722829486
